key	text	tooltip
unit_description_short_texts_text_ghs_flc02_dwf_inf_sappers	Powerful dwarven engineers who deploy mechanical traps on the battlefield.	false
unit_description_short_texts_text_ghs_flc02_dwf_veh_plow	Used for plowing. Goblin: ?	false
unit_description_short_texts_text_ghs_dwf_inf_highking_guard	Armed with broad axes and guns capable of evaporating any foe.	false
unit_description_short_texts_text_ghs_dwf_inf_slayer_guard	Bound by oaths to their king and the Slayer cult.	false
unit_description_short_texts_text_ghs_dwf_veh_dreadquake_mortar	Big caliber—brace yourself.	false
unit_description_short_texts_text_ghs_dwf_veh_iron_train	Steam hisses, the engine roars—this cannon-mounted locomotive excels in both power and firepower.	false
unit_description_short_texts_text_ghs_dwf_veh_iron_train_1dreadquake	Big caliber—brace yourself.	false
unit_description_short_texts_text_ghs_dwf_chd_veh_goblin_crusher	Thanks to Grungron’s wild imagination, more bizarre contraptions hit the battlefield, leaving trails of dust or gore wherever they roll.	false
unit_description_short_texts_text_cth_cav_celestial_mighty_axe_guard	The Celestial Dragon Guard wielding mighty axes are stalwart defenders of Cathay, charged by the Dragon Emperor, though their skills barely extend beyond three strikes.	false
unit_description_short_texts_text_cth_cav_naogao_fire_lance	Weapons forged by the artisans of Nan-Gau that make even demons retreat in fear.	false
unit_description_short_texts_text_cth_cav_xiaoguojun	The Xiaoguojun are the elite guards of Weijing, skilled in lance combat and horseback fighting, able to hold off ten enemies at once.	false
unit_description_short_texts_text_cth_inf_moon_yinyang_maiden	Skilled dual-sword users who imbue their arrows with Yin and Yang energies, striking foes unseen.	false
unit_description_short_texts_text_cth_inf_nangao_firework_trops	Equally adept at range and melee, these Nan-Gau elites have fought Chaos alongside the Storm Dragon herself.	false
unit_description_short_texts_text_cth_jade_warrior_halberd_shield	These halberdiers embody the soul of the Great Bastion, forming unyielding walls of shields and spears.	false
unit_description_short_texts_text_cth_jade_warrior_stick	Among the Jade Warriors, the fiercest wield spiked maces.	false
unit_description_short_texts_text_ghs_chd_mon_kdaai_firestirke	Flame demons wielding long halberds, incinerating all who dare approach.	false
unit_description_short_texts_text_ghs_chd_mon_kdaai_destroyer_beasts	The K'daai Destroyer towers over its foes, using blazing claws to crush fortifications and beasts, leaving only ashes in its wake.	false
unit_description_short_texts_text_ghs_chd_mon_kdaai_destroyer_doombull	Infused with hatred of the world, the K'daai takes the form of a massive bull, flattening hills with its charge.	false
unit_description_short_texts_text_ghs_chd_mon_kdaai_destroyer_wings	Blessed by Hashut, these K'daai Destroyers possess massive brass wings, filled with dark magic and consecrated blood.	false
unit_description_short_texts_text_ghs_chd_mon_kdaai_destroyer_conqueror	Covered in spikes and blades, any enemy foolish enough to engage in melee is likely to be shredded to pieces.	false
unit_description_historical_texts_text_lzd_kroxigor_bro_01	Old-Kan relishes combat against infantry, charging back and forth across the battlefield amidst swarms of foes, scattering limbs and gore like splashing water... But when faced with a worthy opponent, he fights with technique—a battle style he developed to harness brute strength more effectively.	true
unit_description_historical_texts_text_lzd_kroxigor_bro_02	Old-K’ja thrives on challenging the biggest opponents—the bigger, the better: snapping the necks of Carnosaurs, tearing open Stegadon's armor, dragging Dragons from the sky and pulverizing Giants' knees before smashing through their jaws. Old-K’ja delights in using—and showcasing—his boundless brute strength!	true
unit_description_short_texts_text_lzd_kroxigor_bro_01	Old-Kan relishes combat against infantry, charging back and forth across the battlefield amidst swarms of foes, scattering limbs and gore like splashing water... But when faced with a worthy opponent, he fights with technique—a battle style he developed to harness brute strength more effectively.	true
unit_description_short_texts_text_lzd_kroxigor_bro_02	Old-K’ja thrives on challenging the biggest opponents—the bigger, the better: snapping the necks of Carnosaurs, tearing open Stegadon's armor, dragging Dragons from the sky and pulverizing Giants' knees before smashing through their jaws. Old-K’ja delights in using—and showcasing—his boundless brute strength!	true
unit_description_historical_texts_text_cth_zhaowang	Xuan Lie, a distinguished Dragon-blooded and titled General of the Firmament, is a descendant of the Marshal Miao Ying. As one of the closest in blood to the Dragon Children, he should possess the might to summon storms and exhale mist. However, most of his vast magical power, beyond his control since youth, has instead tempered and empowered his physical form—making him even stronger than his dragon elders who soar the skies. Under Miao Ying's directive, Xuan Lie has served for centuries beneath Prince Zhaoming of Upper Yang, with whom he shares deep camaraderie and favor. Now, amidst celestial upheaval, Xuan Lie has been appointed to defend the realm and lead his troops in crushing the vile ambitions of Chaos.	true
unit_description_short_texts_text_cth_zhaowang	Prince Zhao Xuan Lie, a paragon of the Dragon-blooded, wields the might to defy legions and surpass the strength of the Four Symbols.	true
unit_description_historical_texts_text_dwf_mecha	The prototype of these machines dates back to the Gold Age’s great mining rush. Buried beneath rubble after countless engineers and miners were lost to the green tide, they were only recently unearthed. Now, restored and mass-produced, the survivors of that long-ago tragedy ride them into battle to finally settle the score with the Greenskins and Skaven filth.	true
unit_description_short_texts_text_dwf_melee_mecha	"Engine nominal, gauges green, drill spinning... but those rats coming at us? Their size isn’t exactly standard."	true
unit_description_short_texts_text_dwf_melee_mecha_fist	"Thicker armor, more power, a meaner pilot—Steamfist is charging up!"	true
unit_description_short_texts_text_dwf_missile_dwfling_mecha	"Engine good, barrel rotation ready—time to shred those rats into ribbons!"	true
unit_description_short_texts_text_dwf_missile_mecha	"Touch my steam calibrator, I dare you!"	true
unit_description_historical_texts_text_ghs_ksl_thor	Hafdan Hardnason is a Cossar veteran who has survived countless battles. In the third year of Kislev’s Endless Winter, his regiment was embroiled in a brutal siege. At the brink of death, a lightning-wreathed warhammer fell from the skies, scattering the surrounding Norscan raiders and jolting Hafdan back from unconsciousness. He took up the hammer, led his troops out of the Chaos encirclement, and began a journey of self-trial. After defeating the warband of Howler Sorelm, liberating slaves from a Dark Elf pirate ship, toppling a mercenary giant barehanded, and winning a Dwarf drinking contest, Hafdan returned home bearing trophies: runeforged armor, a warhammer imbued with Thor’s divine power reinforced by forest spirits, and a winged Dwarf helm—his fallen friend’s legacy. He took the name "Thorsson" and returned to Kislev as a chosen warrior of the gods.	true
unit_description_short_texts_text_ghs_ksl_thor	This battle-hardened Cossar veteran, blessed by Thor at death’s door, now returns to Kislev as a divine champion to continue his fight for the Motherland.	true
unit_description_historical_texts_text_ming_war_kroxigor_xs	Among the ancient Kroxigors are rare exceptions—taller, more savage than their kin. Rather than laying temple foundations, these monsters excel at eliminating threats near sacred sites. Having battled for eons, they now bear holy arms left behind by the Old Ones and continue their role as sacred vanguard, clearing the path for the Great Plan.	false
unit_description_historical_texts_text_skv_mon_hellpit_ratling	Forged from warped flesh and grotesque machinery, these constructs are joint creations of Clan Pestilens and Clan Skryre. Horrifying experiments have repeatedly pushed the limits of Warpstone embedding and bio-mechanical fusion. Their rampages through battlefields serve as the most brutal advertisements for Skaven ingenuity.	true
unit_description_short_texts_text_kho_war_mammoth_warshrine	A behemoth of bone and flame, bearing the Warshrine of the Blood God and leading Khorne's deranged faithful through the mire, leaving behind scorched remains and mangled corpses.	true
unit_description_short_texts_text_ming_war_kroxigor_xs	These rare and ancient Kroxigors are the last survivors of their spawning pools, armored in relics of the Old Ones and born to crush any who oppose the Great Plan.	false
unit_description_short_texts_text_skv_mon_hellpit_ratling	The pinnacle of Clan Pestilens and Skryre engineering—Warpstone and weaponry embedded far beyond what should be survivable, pulsing in twisted flesh.	true
unit_description_short_texts_text_skv_mon_hellpit_warpdrill	This abomination, fitted by Clan Skryre with endless drills, burrows through the sturdiest gates while clouds of Warpstone fragments drift ominously into the skies.	true
unit_description_short_texts_text_skv_mon_hellpit_warpflame	Filled to bursting with Warpstone fuel, this beast spews forth massive green flames. Warpstone is its lifeblood—an everburning heart of corruption.	true
